PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
2617_01,Earth,FALSE,G/424/P,Cygnus,32,FALSE,59,0,469,0,0,Yolas Peckerson,FALSE
2618_01,Earth,TRUE,E/159/P,Andromeda,23,FALSE,0,0,0,0,0,Rassias Freednal,TRUE
2619_01,Earth,FALSE,F/504/S,Virgo,17,FALSE,2000,0,0,0,0,Elaney Chanan,FALSE
2622_01,Earth,FALSE,F/505/S,Virgo,34,FALSE,492,0,13,55,0,Tera Coley,FALSE
2624_01,Earth,FALSE,F/542/P,Andromeda,15,FALSE,0,0,875,3,0,Annard Armstromez,FALSE
2625_01,Earth,TRUE,G/426/P,Andromeda,14,FALSE,0,0,0,0,0,Paulie Stanleyd,TRUE
2625_02,Earth,FALSE,E/160/P,Andromeda,22,FALSE,0,1,271,0,1348,Karlie Stanleyd,FALSE
2626_01,Earth,FALSE,F/543/P,Andromeda,19,FALSE,232,0,479,0,5,Tarah Barks,FALSE
2627_01,Earth,FALSE,F/544/P,Cygnus,40,FALSE,0,228,5,454,1,Idave Kerristicey,FALSE
2628_01,Europa,TRUE,A/21/P,Virgo,25,FALSE,0,0,0,0,0,Graviph Amoutake,TRUE
2628_02,Europa,FALSE,A/21/P,Virgo,51,FALSE,0,6,0,2085,67,Sadlam Amoutake,FALSE
2629_01,Earth,FALSE,G/427/P,Andromeda,22,FALSE,91,6,0,17,693,Sethew Lardsonald,FALSE
2631_01,Mars,TRUE,F/545/P,Virgo,50,FALSE,0,0,0,0,0,Sealfs Queke,TRUE
2633_01,Earth,FALSE,G/428/P,Virgo,26,FALSE,0,0,0,0,0,Herina Popez,FALSE
2634_01,Mars,TRUE,F/508/S,Andromeda,39,FALSE,0,0,0,0,0,Apies Pine,TRUE
2635_01,Mars,FALSE,D/78/P,Andromeda,18,FALSE,1867,0,29,72,0,Oafron Babre,TRUE
2636_01,Earth,FALSE,G/419/S,Andromeda,22,FALSE,0,0,137,671,0,Idave Owerson,FALSE
2638_01,Earth,FALSE,E/181/S,Andromeda,26,FALSE,0,29,0,759,0,Gerry Mondsey,FALSE
2640_01,Earth,FALSE,F/510/S,Andromeda,19,FALSE,0,0,0,0,1051,Helean Wagnerray,FALSE
2641_01,Earth,TRUE,G/420/S,Cygnus,16,FALSE,0,0,0,0,0,Kendre Merkins,FALSE
2642_01,Earth,FALSE,G/430/P,Andromeda,24,FALSE,0,0,17,0,793,Violan Popez,FALSE
2643_01,Earth,FALSE,F/511/S,Cygnus,34,FALSE,122,0,6,739,0,Terta Chasey,FALSE
2645_01,Europa,FALSE,C/95/S,Andromeda,55,FALSE,0,815,1558,3,1334,Alrais Fordulgaug,TRUE
2645_02,Europa,FALSE,C/95/S,Andromeda,42,FALSE,3,2174,0,10860,2564,Tach Improus,FALSE
2645_03,Europa,TRUE,C/95/S,Andromeda,14,FALSE,0,0,0,0,0,Mariton Improus,TRUE
2645_04,Europa,FALSE,C/95/S,Virgo,28,FALSE,0,3053,0,839,2153,Meratz Improus,TRUE
2645_05,Europa,TRUE,C/95/S,Virgo,26,FALSE,0,0,0,0,0,Mesonon Improus,TRUE
2646_01,Europa,FALSE,B/80/P,Virgo,33,FALSE,0,286,1795,712,7041,Hallah Roureed,FALSE
2647_01,Earth,FALSE,F/547/P,Andromeda,24,FALSE,0,0,0,636,68,Janney Johnsby,FALSE
2648_01,Earth,FALSE,G/421/S,Andromeda,23,FALSE,490,313,0,6,0,Allena Sullones,FALSE
2649_01,Mars,FALSE,D/79/P,Andromeda,16,FALSE,46,0,1994,0,677,Swoass Giba,FALSE
2650_01,Earth,TRUE,G/431/P,Andromeda,36,FALSE,0,0,0,0,0,Artis Casonston,FALSE
2651_01,Europa,TRUE,B/100/S,Virgo,44,FALSE,0,0,0,0,0,Sarid Geakerat,TRUE
2652_01,Earth,FALSE,F/513/S,Andromeda,22,FALSE,0,0,670,0,32,Wally Davispinoz,TRUE
2655_01,Earth,TRUE,G/422/S,Andromeda,30,FALSE,0,0,0,0,0,Benny Ballocks,FALSE
2657_01,Earth,FALSE,F/514/S,Andromeda,20,FALSE,0,27,1,686,1,Ricard Gainney,FALSE
2658_01,Earth,FALSE,F/549/P,Andromeda,21,FALSE,366,1136,795,132,0,Craine Gentledges,FALSE
2659_01,Mars,FALSE,E/182/S,Andromeda,14,FALSE,0,0,0,0,0,Luse Gelie,TRUE
2660_01,Earth,FALSE,F/550/P,Andromeda,27,FALSE,0,0,0,2,1215,Chael Avidson,FALSE
2661_01,Earth,FALSE,F/515/S,Andromeda,19,FALSE,1,4,0,750,3,Leene Vandan,FALSE
2661_02,Earth,TRUE,G/423/S,Andromeda,21,FALSE,0,0,0,0,0,Bara Vandan,TRUE
2662_01,Mars,FALSE,F/551/P,Virgo,24,FALSE,1722,4,937,0,0,Gies Ban,FALSE
2663_01,Earth,FALSE,F/552/P,Virgo,13,FALSE,0,0,0,4,811,Penne Douglasen,TRUE
2664_01,Mars,TRUE,E/183/S,Cygnus,71,FALSE,0,0,0,0,0,Kris Swin,TRUE
2666_01,Mars,TRUE,E/184/S,Andromeda,28,FALSE,0,0,0,0,0,Rank Curle,FALSE
2666_02,Mars,FALSE,E/184/S,Virgo,18,FALSE,1874,0,260,0,0,All Curle,FALSE
2668_01,Earth,FALSE,F/516/S,Virgo,23,FALSE,29,34,1,2838,0,Jacki Ingston,FALSE
2668_02,Earth,FALSE,G/424/S,Virgo,34,FALSE,0,382,0,87,236,Adamie Ingston,FALSE
2670_01,Earth,FALSE,G/432/P,Andromeda,20,FALSE,4,790,0,15,0,Glenna Leodger,FALSE
2671_01,Earth,FALSE,F/554/P,Virgo,17,FALSE,0,33,0,56,708,Anae Oconley,FALSE
2672_01,Earth,FALSE,F/555/P,Cygnus,21,FALSE,970,0,213,8,86,Lillia Waltonson,FALSE
2675_01,Europa,FALSE,C/97/S,Andromeda,33,FALSE,0,1554,3813,0,1435,Rassias Iniouser,TRUE
2676_01,Europa,FALSE,B/81/P,Virgo,34,FALSE,3551,1284,1865,90,0,Halsham Noxiong,TRUE
2677_01,Europa,FALSE,D/90/S,Andromeda,51,FALSE,0,302,0,1367,669,Eleon Scerodbox,FALSE
2678_01,Earth,FALSE,F/517/S,Andromeda,21,FALSE,0,680,0,10,0,Gera Sosanturney,TRUE
2679_01,Earth,TRUE,G/426/S,Andromeda,24,FALSE,0,0,0,0,0,Paulas Boltond,FALSE
2682_01,Earth,FALSE,G/434/P,Andromeda,31,FALSE,880,0,0,8,0,Berty Whiters,FALSE
2683_01,Europa,FALSE,A/32/S,Andromeda,36,FALSE,2,1297,0,4,0,Zaninon Parbage,TRUE
2684_01,Europa,FALSE,B/83/P,Andromeda,39,FALSE,0,7116,0,13208,1515,Navior Ranaly,FALSE
2685_01,Earth,FALSE,G/435/P,Andromeda,26,FALSE,886,0,0,0,21,Lilly Webstephrey,FALSE
2687_01,Earth,FALSE,F/556/P,Andromeda,51,FALSE,0,1347,0,43,0,Carry Kimons,TRUE
2688_01,Earth,FALSE,F/557/P,Andromeda,24,FALSE,13,193,0,0,591,Eriky Willy,FALSE
2690_01,Earth,FALSE,E/185/S,Virgo,27,FALSE,339,104,116,160,0,Eduana Stannondez,TRUE
2691_01,Earth,FALSE,F/558/P,Andromeda,31,FALSE,0,243,1,559,0,Gracey Coxterez,FALSE
2692_01,Earth,FALSE,G/734/S,Andromeda,24,FALSE,0,0,21,0,695,Samie Weberts,FALSE
2693_01,Europa,FALSE,A/22/P,Andromeda,57,FALSE,0,1514,0,72,1393,Krab Pentical,FALSE
2693_02,Europa,FALSE,A/22/P,Virgo,36,TRUE,11,79,0,210,1895,Jabbab Geousty,FALSE
2693_03,Europa,FALSE,A/22/P,Andromeda,55,FALSE,0,846,0,263,2024,Castram Geousty,FALSE
2693_04,Europa,TRUE,A/22/P,Virgo,24,FALSE,0,0,0,0,0,Mirfark Geousty,FALSE
2695_01,Mars,FALSE,E/186/S,Andromeda,18,FALSE,947,0,4,4,0,Honey Stike,FALSE
2697_01,Mars,FALSE,D/91/S,Andromeda,27,FALSE,1893,487,4,0,0,Pank Pimne,FALSE
2698_01,Europa,FALSE,C/94/P,Andromeda,50,FALSE,0,2684,0,153,1751,Shelik Sofraten,FALSE
2700_01,Earth,FALSE,F/520/S,Andromeda,24,FALSE,45,138,1,0,530,Daven Perkings,FALSE
2701_01,Earth,TRUE,G/428/S,Cygnus,20,FALSE,0,0,0,0,0,Cliney Thorney,TRUE
2702_01,Earth,TRUE,G/437/P,Andromeda,24,FALSE,0,0,0,0,0,Mollen Garnettiz,TRUE
2703_01,Earth,FALSE,G/429/S,Andromeda,18,FALSE,0,617,0,0,10,Rena Ashipeck,FALSE
2704_01,Earth,FALSE,F/521/S,Andromeda,44,FALSE,1178,1,348,0,0,Alfrey Shieldson,FALSE
2706_01,Europa,TRUE,B/102/S,Virgo,27,FALSE,0,0,0,0,0,Alchium Ressighty,TRUE
2707_01,Europa,FALSE,B/103/S,Andromeda,58,FALSE,1113,1650,0,194,510,Ziba Belstrut,TRUE
2707_02,Europa,TRUE,B/103/S,Cygnus,29,FALSE,0,0,0,0,0,Misa Belstrut,TRUE
2708_01,Earth,FALSE,F/522/S,Cygnus,23,FALSE,3,548,37,0,12,Pattin Cardner,TRUE
2709_01,Mars,TRUE,F/523/S,Andromeda,3,FALSE,0,0,0,0,0,Pies Welto,TRUE
2709_02,Mars,FALSE,F/523/S,Andromeda,0,FALSE,0,0,0,0,0,Relix Welto,TRUE
2709_03,Mars,FALSE,F/523/S,Andromeda,33,FALSE,361,0,381,1622,0,Rana Welto,FALSE
2709_04,Mars,FALSE,F/523/S,Andromeda,12,FALSE,0,0,0,0,0,Worms Ble,TRUE
2712_01,Europa,TRUE,B/105/S,Andromeda,44,FALSE,0,0,0,0,0,Mothab Doorge,TRUE
2713_01,Earth,TRUE,G/438/P,Andromeda,20,FALSE,0,0,0,0,0,Tarah Cleachrand,TRUE
2714_01,Earth,FALSE,F/561/P,Virgo,59,FALSE,269,1776,0,0,12,Maryn Mcintons,FALSE
2717_01,Earth,FALSE,G/431/S,Andromeda,18,FALSE,130,0,13,191,554,Francy Mayder,FALSE
2718_01,Europa,TRUE,B/106/S,Andromeda,72,FALSE,0,0,0,0,0,Quarkab Supred,TRUE
2720_01,Earth,FALSE,G/439/P,Cygnus,23,FALSE,171,2373,1,30,985,Felice Beckeey,FALSE
2720_02,Earth,FALSE,G/439/P,Andromeda,11,FALSE,0,0,0,0,0,Rancy Beckeey,FALSE
2720_03,Earth,TRUE,G/439/P,Andromeda,1,FALSE,0,0,0,0,0,Noria Beckeey,TRUE
2721_01,Earth,FALSE,F/563/P,Cygnus,25,FALSE,21,746,55,0,4,Jodia Rigginson,FALSE
2722_01,Mars,TRUE,D/93/S,Virgo,25,FALSE,0,0,0,0,0,Frunch Sutte,TRUE
2723_01,Europa,TRUE,C/99/S,Andromeda,24,FALSE,0,0,0,0,0,Bosonan Boderbint,TRUE
2723_02,Europa,FALSE,C/99/S,Andromeda,54,FALSE,0,5876,0,0,914,Dabiton Boderbint,TRUE
2724_01,Mars,TRUE,F/564/P,Virgo,17,FALSE,0,0,0,0,0,Swack Merte,TRUE
2724_02,Mars,FALSE,F/564/P,Andromeda,48,FALSE,1200,0,38,48,0,Manth Merte,FALSE
2725_01,Earth,FALSE,F/565/P,Andromeda,40,FALSE,0,0,362,272,0,Helle Bucknersony,FALSE
2726_01,Earth,TRUE,G/440/P,Andromeda,2,FALSE,0,0,0,0,0,Kimmie Leson,FALSE
2727_01,Earth,FALSE,F/525/S,Andromeda,32,FALSE,0,9,11,784,63,Stany Hoopez,FALSE
2729_01,Earth,TRUE,G/432/S,Andromeda,15,FALSE,0,0,0,0,0,Jodip Burchrison,TRUE
2730_01,Earth,TRUE,G/433/S,Andromeda,52,FALSE,0,0,0,0,0,Royce Douglasen,TRUE
2730_02,Earth,FALSE,F/527/S,Andromeda,16,FALSE,0,1115,0,1674,132,Candra Douglasen,FALSE
2730_03,Earth,TRUE,G/433/S,Andromeda,16,FALSE,0,0,0,0,0,Elancy Douglasen,TRUE
2732_01,Earth,TRUE,G/435/S,Virgo,16,FALSE,0,0,0,0,0,Molley Hurles,TRUE
2732_02,Earth,FALSE,G/435/S,Virgo,6,FALSE,0,0,0,0,0,Jilly Hurles,FALSE
2734_01,Mars,FALSE,F/567/P,Andromeda,10,FALSE,0,0,0,0,0,Eggies Wate,TRUE
2736_01,Mars,FALSE,D/81/P,Andromeda,27,TRUE,1709,4,24,0,0,Mark Prity,FALSE
2737_01,Europa,FALSE,C/100/S,Virgo,45,FALSE,0,726,0,281,1257,Naschab Forous,TRUE
2737_02,Europa,FALSE,C/100/S,Andromeda,26,FALSE,2381,1772,0,0,2618,Giedia Arterate,FALSE
2738_01,Mars,FALSE,E/187/S,Andromeda,29,FALSE,1049,0,0,0,0,Tyog Ses,FALSE
2739_01,Earth,TRUE,G/442/P,Cygnus,38,FALSE,0,0,0,0,0,Heryle Daughessey,TRUE
2740_01,Earth,FALSE,E/163/P,Andromeda,19,FALSE,1,143,0,254,107,Garry Leetersoney,TRUE
2741_01,Mars,FALSE,E/164/P,Andromeda,43,FALSE,471,0,133,2,692,Jackix Cake,FALSE
2743_01,Earth,FALSE,F/528/S,Andromeda,15,FALSE,746,0,2,0,11,Nelle Gregordy,FALSE
2745_01,Mars,FALSE,F/568/P,Andromeda,31,FALSE,1511,0,310,0,0,Libers Pre,FALSE
2746_01,Mars,FALSE,F/569/P,Andromeda,52,FALSE,758,0,356,5,0,Apix Wala,FALSE
2747_01,Mars,FALSE,F/570/P,Andromeda,49,FALSE,0,0,0,0,0,Stisps Chrie,TRUE
2748_01,Earth,FALSE,F/529/S,Virgo,29,FALSE,143,548,0,0,0,Kimmie Mickersones,TRUE
2750_01,Earth,FALSE,F/571/P,Andromeda,18,FALSE,600,0,0,179,11,Timmie Daviddley,TRUE
2751_01,Mars,TRUE,F/530/S,Andromeda,41,FALSE,0,0,0,0,0,Permit Must,TRUE
2752_01,Earth,FALSE,G/444/P,Andromeda,9,FALSE,0,0,0,0,0,Jarena Ballocks,FALSE
2752_02,Earth,TRUE,G/444/P,Cygnus,24,FALSE,0,0,0,0,0,Ollip Ballocks,FALSE
2752_03,Earth,FALSE,E/165/P,Andromeda,58,FALSE,0,82,0,758,0,Thel Ballocks,TRUE
2753_01,Earth,FALSE,E/188/S,Cygnus,39,FALSE,0,0,0,0,907,Wandy Summington,FALSE
2754_01,Earth,FALSE,E/166/P,Andromeda,13,FALSE,911,1,0,74,0,Heidie Santry,FALSE
2755_01,Europa,TRUE,B/85/P,Virgo,36,FALSE,0,0,0,0,0,Beneba Glousspidy,TRUE
2756_01,Mars,FALSE,F/572/P,Virgo,23,FALSE,253,0,0,888,0,Guink Corte,FALSE
2758_01,Earth,TRUE,G/446/P,Cygnus,24,FALSE,0,0,0,0,0,Dennya Fielson,TRUE
2759_01,Earth,FALSE,E/167/P,Andromeda,33,FALSE,0,0,170,14,810,Iree Kimons,FALSE
2760_01,Earth,FALSE,G/438/S,Andromeda,18,FALSE,0,0,0,0,0,Matty Rigginsen,FALSE
2760_02,Earth,TRUE,G/438/S,Andromeda,2,FALSE,0,0,0,0,0,Alraium Disivering,FALSE
2760_03,Earth,TRUE,G/438/S,Andromeda,0,FALSE,0,0,0,0,0,Chery Rigginsen,TRUE
2762_01,Earth,FALSE,G/439/S,Andromeda,36,FALSE,625,0,260,0,0,Bobina Leonzaley,FALSE
2762_02,Earth,FALSE,G/439/S,Virgo,15,FALSE,254,0,10,180,0,Paulah Leonzaley,FALSE
2763_01,Earth,FALSE,E/168/P,Andromeda,31,FALSE,91,756,0,0,12,Sony Reynoldez,TRUE
2764_01,Earth,FALSE,E/189/S,Andromeda,42,FALSE,0,0,213,166,1209,Racily Reyervaney,TRUE
2765_01,Mars,FALSE,F/532/S,Andromeda,27,FALSE,1502,1,0,0,0,Callix Curie,FALSE
2768_01,Earth,FALSE,F/533/S,Andromeda,36,FALSE,123,3,0,7,0,Herina Cartz,TRUE
2768_02,Earth,FALSE,G/442/S,Andromeda,0,FALSE,0,0,0,0,0,Raceky Cartz,FALSE
2768_03,Earth,TRUE,G/442/S,Andromeda,3,FALSE,0,0,0,0,0,Doryn Cartz,FALSE
2769_01,Earth,FALSE,F/573/P,Cygnus,22,FALSE,0,837,192,0,0,Lindy Fishopper,FALSE
2770_01,Earth,FALSE,G/443/S,Andromeda,56,FALSE,0,1721,0,96,0,Oraine Gainebergan,FALSE
2772_01,Earth,FALSE,G/444/S,Andromeda,23,FALSE,0,0,0,757,0,Patoya Meyersones,FALSE
2773_01,Mars,FALSE,D/94/S,Andromeda,25,FALSE,314,2,648,92,0,Whark Teake,FALSE
2774_01,Earth,FALSE,F/575/P,Andromeda,29,FALSE,3,0,3,0,697,Coreen Bushins,FALSE
2774_02,Earth,FALSE,F/575/P,Andromeda,17,FALSE,0,1195,31,0,0,Crisey Mcbriddley,FALSE
2774_03,Earth,FALSE,F/575/P,Andromeda,13,FALSE,412,4,0,0,551,Aleroy Bushins,FALSE
2778_01,Mars,FALSE,D/82/P,Andromeda,35,FALSE,2301,0,414,0,0,Gorice Fisty,TRUE
2778_02,Mars,TRUE,F/576/P,Virgo,53,FALSE,0,0,0,0,0,Yogal Fisty,TRUE
2780_01,Earth,FALSE,F/578/P,Andromeda,24,FALSE,14,702,0,0,0,Eilace Chanan,FALSE
2781_01,Earth,TRUE,G/447/P,Andromeda,38,FALSE,0,0,0,0,0,Marice Williotters,FALSE
2783_01,Europa,TRUE,D/83/P,Virgo,21,FALSE,0,0,0,0,0,Alteron Emetillove,TRUE
2783_02,Europa,FALSE,D/83/P,Virgo,29,FALSE,2,8,0,2864,155,Gatrin Emetillove,FALSE
2784_01,Earth,FALSE,G/448/P,Andromeda,46,FALSE,0,0,1661,52,8,Monard Walterson,TRUE
2785_01,Europa,TRUE,C/102/S,Andromeda,58,FALSE,0,0,0,0,0,Wasaleh Clindy,TRUE
2786_01,Earth,FALSE,E/190/S,Cygnus,53,FALSE,0,1,0,195,493,Luise Franankson,TRUE
2787_01,Earth,FALSE,F/535/S,Virgo,21,FALSE,13,0,1098,64,1,Stelly Salez,FALSE
2788_01,Earth,TRUE,G/449/P,Cygnus,27,FALSE,0,0,0,0,0,Harlos Ramoran,FALSE
2789_01,Earth,TRUE,G/450/P,Andromeda,31,FALSE,0,0,0,0,0,Idave Carverson,FALSE
2790_01,Europa,TRUE,B/86/P,Virgo,23,FALSE,0,0,0,0,0,Asch Simous,TRUE
2790_02,Europa,FALSE,B/86/P,Virgo,41,FALSE,0,320,4333,1313,51,Cheliak Simous,FALSE
2790_03,Europa,FALSE,B/86/P,Andromeda,29,FALSE,3,933,0,674,731,Izarino Simous,FALSE
2790_04,Europa,FALSE,B/86/P,Virgo,54,FALSE,0,37,0,4689,0,Tarrak Simous,FALSE
2790_05,Europa,FALSE,B/86/P,Virgo,43,FALSE,0,9923,660,10,266,Zaninon Simous,TRUE
2792_01,Earth,TRUE,G/446/S,Cygnus,36,FALSE,0,0,0,0,0,Duana Figuez,TRUE
2793_01,Earth,FALSE,E/169/P,Andromeda,48,FALSE,784,87,0,0,1,Darrie Mcinton,TRUE
2795_01,Europa,FALSE,C/103/S,Andromeda,34,FALSE,10,5659,15,3,0,Genons Brantcable,TRUE
2795_02,Europa,FALSE,C/103/S,Andromeda,42,FALSE,0,802,0,2622,671,Bottom Brantcable,FALSE
2796_01,Earth,FALSE,F/536/S,Virgo,17,FALSE,0,0,0,863,0,Alraium Disivering,FALSE
2797_01,Earth,FALSE,F/580/P,Andromeda,22,FALSE,0,0,0,0,1345,Violan Burchanez,FALSE
2798_01,Europa,FALSE,A/23/P,Andromeda,37,FALSE,6,437,0,54,3030,Furudra Timleplet,FALSE
2798_02,Europa,TRUE,A/23/P,Virgo,38,FALSE,0,0,0,0,0,Menchah Timleplet,TRUE
2799_01,Earth,FALSE,G/447/S,Andromeda,21,FALSE,3,0,0,881,0,Idace Barrilloney,FALSE
2799_02,Earth,TRUE,G/447/S,Cygnus,23,FALSE,0,0,0,0,0,Sony Barrilloney,TRUE
2801_01,Europa,FALSE,B/87/P,Andromeda,27,FALSE,1,767,0,13104,3657,Taurius Frogauded,FALSE
2802_01,Earth,FALSE,F/581/P,Andromeda,23,FALSE,18,2595,0,0,122,Evane Chavezalez,TRUE
2805_01,Earth,FALSE,F/582/P,Andromeda,19,FALSE,0,0,366,268,0,Allena Blacks,FALSE
2806_01,Mars,FALSE,D/95/S,Andromeda,28,FALSE,948,0,64,170,0,Boon Gene,FALSE
2807_01,Earth,FALSE,E/171/P,Andromeda,33,FALSE,0,0,154,22,820,Rancy Vincenton,FALSE
2807_02,Earth,TRUE,G/452/P,Cygnus,24,FALSE,0,0,0,0,0,Craine Vincenton,FALSE
2807_03,Earth,TRUE,G/452/P,Andromeda,0,FALSE,0,0,0,0,0,Wenten Monrad,TRUE
2809_01,Earth,TRUE,G/453/P,Andromeda,41,FALSE,0,0,0,0,0,Dianie Ellahan,TRUE
2810_01,Earth,TRUE,G/454/P,Andromeda,19,FALSE,0,0,0,0,0,Oraine Jorden,FALSE
2811_01,Earth,FALSE,F/537/S,Andromeda,44,FALSE,0,0,0,0,871,Chery Charpelaney,FALSE
2812_01,Mars,FALSE,F/538/S,Virgo,43,FALSE,803,0,384,120,0,Hock Grean,TRUE
2813_01,Earth,TRUE,G/449/S,Andromeda,14,FALSE,0,0,0,0,0,Therek Bryants,TRUE
2814_01,Earth,TRUE,G/455/P,Cygnus,18,FALSE,0,0,0,0,0,Fredy Smalloney,TRUE
2817_01,Earth,FALSE,F/584/P,Andromeda,25,FALSE,237,0,910,0,12,Sealfs Sutty,FALSE
2818_01,Mars,FALSE,F/585/P,Andromeda,0,FALSE,0,0,0,0,0,Krus Betie,TRUE
2818_02,Mars,TRUE,F/585/P,Virgo,4,FALSE,0,0,0,0,0,Corse Betie,TRUE
2818_03,Mars,FALSE,F/585/P,Andromeda,24,FALSE,165,0,981,2,0,Wifel Betie,TRUE
2819_01,Earth,FALSE,F/586/P,Andromeda,38,FALSE,77,169,0,0,470,Stal Ocherman,FALSE
2820_01,Earth,TRUE,G/457/P,Andromeda,44,FALSE,0,0,0,0,0,Valex Lopelases,TRUE
2821_01,Earth,TRUE,G/458/P,Virgo,57,FALSE,0,0,0,0,0,Brance Shephendery,TRUE
2822_01,Earth,TRUE,G/450/S,Virgo,3,FALSE,0,0,0,0,0,Patsya Harverez,TRUE
2822_02,Earth,FALSE,G/450/S,Andromeda,5,FALSE,0,0,0,0,0,Salley Harverez,FALSE
2822_03,Earth,TRUE,G/450/S,Virgo,3,FALSE,0,0,0,0,0,Rayne Harverez,TRUE
2822_04,Earth,TRUE,G/450/S,Andromeda,18,FALSE,0,0,0,0,0,Annaha Harverez,TRUE
2822_05,Earth,TRUE,G/450/S,Andromeda,8,FALSE,0,0,0,0,0,Melvia Harverez,FALSE
2823_01,Mars,TRUE,F/587/P,Andromeda,21,FALSE,0,0,0,0,0,Smark Part̩,TRUE
2824_01,Europa,TRUE,C/104/S,Virgo,35,FALSE,0,0,0,0,0,Shain Rinicapead,TRUE
2825_01,Mars,FALSE,F/539/S,Andromeda,47,FALSE,0,0,0,0,0,Popow Sake,TRUE
2826_01,Europa,FALSE,C/96/P,Virgo,28,FALSE,1581,213,0,18,3051,Teron Pabler,FALSE
2826_02,Europa,FALSE,C/96/P,Andromeda,49,FALSE,20,6807,174,3538,2473,Terops Pabler,FALSE
2831_01,Europa,FALSE,D/86/P,Andromeda,23,FALSE,0,824,0,495,1479,Weznif Fandomatty,TRUE
2831_02,Europa,FALSE,D/86/P,Andromeda,19,FALSE,0,1,0,2085,55,Naviton Impress,FALSE
2832_01,Earth,FALSE,E/173/P,Andromeda,34,FALSE,0,250,23,0,514,Alraium Disivering,FALSE
2834_01,Europa,FALSE,C/105/S,Andromeda,40,TRUE,0,11,0,2205,1295,Bosonan Coniple,TRUE
2835_01,Europa,FALSE,A/24/P,Virgo,26,TRUE,0,186,0,548,5058,Sadirk Unaring,FALSE
2837_01,Earth,FALSE,F/588/P,Cygnus,23,FALSE,0,0,0,3,1919,Sergia Mcgoway,FALSE
2838_01,Mars,FALSE,E/174/P,Andromeda,22,FALSE,0,0,0,0,0,Whee Cure,FALSE
2839_01,Europa,FALSE,C/107/S,Andromeda,51,FALSE,1,3935,0,146,0,Achib Heedry,TRUE
2840_01,Earth,FALSE,F/540/S,Virgo,44,FALSE,672,0,0,0,20,Jacky Hortis,FALSE
2843_01,Mars,FALSE,E/175/P,Andromeda,50,FALSE,357,0,657,0,0,Apsps Terte,FALSE
2846_01,Earth,TRUE,G/452/S,Andromeda,28,FALSE,0,0,0,0,0,Margio Lardsonald,TRUE
2847_01,Earth,TRUE,G/464/P,Andromeda,13,FALSE,0,0,0,0,0,Thery Cardsay,TRUE
2852_01,Earth,FALSE,G/465/P,Andromeda,21,FALSE,33,126,0,461,0,Guadae Jeffey,FALSE
2853_01,Earth,FALSE,F/544/S,Andromeda,20,FALSE,56,757,111,0,0,Lonnez Browlerson,TRUE
2854_01,Earth,FALSE,F/591/P,Virgo,14,FALSE,0,0,14,692,809,Phia Buckentry,FALSE
2856_01,Europa,FALSE,C/108/S,Virgo,38,FALSE,0,896,0,0,4168,Duhra Fulous,FALSE
2857_01,Earth,FALSE,F/545/S,Cygnus,29,FALSE,631,0,0,40,0,Hanry Larlowelley,FALSE
2858_01,Europa,TRUE,C/109/S,Andromeda,36,FALSE,0,0,0,0,0,Iononus Fictful,TRUE
2858_02,Europa,TRUE,C/109/S,Andromeda,16,FALSE,0,0,0,0,0,Mesatik Fictful,TRUE
2858_03,Europa,TRUE,C/109/S,Andromeda,40,FALSE,0,0,0,0,0,Dilath Fictful,TRUE
2859_01,Europa,TRUE,C/98/P,Virgo,24,FALSE,0,0,0,0,0,Navior Excialing,TRUE
2860_01,Earth,FALSE,F/546/S,Cygnus,18,FALSE,154,22,77,1053,0,Ianna Antoshipson,TRUE
2861_01,Earth,FALSE,F/547/S,Andromeda,17,FALSE,5,756,0,0,0,Evaley Marson,TRUE
2862_01,Mars,TRUE,E/193/S,Andromeda,32,FALSE,0,0,0,0,0,Cowlat Gooki,TRUE
2863_01,Earth,FALSE,G/466/P,Andromeda,27,FALSE,0,2,49,0,801,Therek Thony,FALSE
2865_01,Mars,FALSE,D/88/P,Andromeda,34,FALSE,2904,23,7,0,81,Goos Corie,FALSE
2865_02,Mars,FALSE,D/88/P,Andromeda,53,FALSE,520,0,442,0,0,Hammet Corie,TRUE
2866_01,Europa,TRUE,C/110/S,Andromeda,36,TRUE,0,0,0,0,0,Hadirk Wheededly,TRUE
2867_01,Mars,FALSE,D/89/P,Andromeda,41,FALSE,71,0,1617,31,0,Smats Bane,FALSE
2867_02,Mars,FALSE,E/176/P,Andromeda,51,FALSE,819,4,92,38,0,Trisp Bane,FALSE
2869_01,Earth,TRUE,G/467/P,Cygnus,61,FALSE,0,0,0,0,0,Anton Vantonson,TRUE
2870_01,Earth,FALSE,G/454/S,Andromeda,59,FALSE,0,0,1,920,1,Nancey Willynnedy,TRUE
2871_01,Europa,TRUE,B/88/P,Andromeda,17,FALSE,0,0,0,0,0,Acruxon Unregul,TRUE
2871_02,Europa,TRUE,B/88/P,Andromeda,27,FALSE,0,0,0,0,0,Sarthim Unregul,TRUE
2872_01,Earth,FALSE,G/455/S,Cygnus,57,FALSE,0,1431,0,30,337,Jonard Leblanchez,TRUE
2873_01,Mars,FALSE,E/194/S,Virgo,39,FALSE,2127,0,23,0,0,Alls Birte,FALSE
